Chrom	Source	Feature	Start	End	Score	Strand	Frame	Attribute	Gene
NC_060933.1	BestRefSeq	exon	140522669	140522730	.	-	.	ID=exon-NM_001329863.2-5;Parent=rna-NM_001329863.2;Dbxref=GeneID:26995,Genbank:NM_001329863.2,HGNC:HGNC:17170,MIM:610727;gbkey=mRNA;gene=TRUB2;product=TruB pseudouridine synthase family member 2%2C transcript variant 4;transcript_id=NM_001329863.2	TRUB2
NC_060933.1	BestRefSeq	exon	140520910	140520991	.	-	.	ID=exon-NM_001329863.2-6;Parent=rna-NM_001329863.2;Dbxref=GeneID:26995,Genbank:NM_001329863.2,HGNC:HGNC:17170,MIM:610727;gbkey=mRNA;gene=TRUB2;product=TruB pseudouridine synthase family member 2%2C transcript variant 4;transcript_id=NM_001329863.2	TRUB2
NC_060933.1	BestRefSeq	exon	140518631	140518703	.	-	.	ID=exon-NM_001329863.2-7;Parent=rna-NM_001329863.2;Dbxref=GeneID:26995,Genbank:NM_001329863.2,HGNC:HGNC:17170,MIM:610727;gbkey=mRNA;gene=TRUB2;product=TruB pseudouridine synthase family member 2%2C transcript variant 4;transcript_id=NM_001329863.2	TRUB2
NC_060933.1	BestRefSeq	exon	140517989	140518125	.	-	.	ID=exon-NM_001329863.2-8;Parent=rna-NM_001329863.2;Dbxref=GeneID:26995,Genbank:NM_001329863.2,HGNC:HGNC:17170,MIM:610727;gbkey=mRNA;gene=TRUB2;product=TruB pseudouridine synthase family member 2%2C transcript variant 4;transcript_id=NM_001329863.2	TRUB2
NC_060933.1	BestRefSeq	exon	140512261	140516977	.	-	.	ID=exon-NM_001329863.2-9;Parent=rna-NM_001329863.2;Dbxref=GeneID:26995,Genbank:NM_001329863.2,HGNC:HGNC:17170,MIM:610727;gbkey=mRNA;gene=TRUB2;product=TruB pseudouridine synthase family member 2%2C transcript variant 4;transcript_id=NM_001329863.2	TRUB2
NC_060933.1	BestRefSeq	exon	140528958	140529320	.	-	.	ID=exon-NM_001329862.2-1;Parent=rna-NM_001329862.2;Dbxref=GeneID:26995,Genbank:NM_001329862.2,HGNC:HGNC:17170,MIM:610727;gbkey=mRNA;gene=TRUB2;product=TruB pseudouridine synthase family member 2%2C transcript variant 3;transcript_id=NM_001329862.2	TRUB2
NC_060933.1	BestRefSeq	exon	140528701	140528832	.	-	.	ID=exon-NM_001329862.2-2;Parent=rna-NM_001329862.2;Dbxref=GeneID:26995,Genbank:NM_001329862.2,HGNC:HGNC:17170,MIM:610727;gbkey=mRNA;gene=TRUB2;product=TruB pseudouridine synthase family member 2%2C transcript variant 3;transcript_id=NM_001329862.2	TRUB2
NC_060933.1	BestRefSeq	exon	140524254	140524328	.	-	.	ID=exon-NM_001329862.2-3;Parent=rna-NM_001329862.2;Dbxref=GeneID:26995,Genbank:NM_001329862.2,HGNC:HGNC:17170,MIM:610727;gbkey=mRNA;gene=TRUB2;product=TruB pseudouridine synthase family member 2%2C transcript variant 3;transcript_id=NM_001329862.2	TRUB2
NC_060933.1	BestRefSeq	exon	140522669	140522730	.	-	.	ID=exon-NM_001329862.2-4;Parent=rna-NM_001329862.2;Dbxref=GeneID:26995,Genbank:NM_001329862.2,HGNC:HGNC:17170,MIM:610727;gbkey=mRNA;gene=TRUB2;product=TruB pseudouridine synthase family member 2%2C transcript variant 3;transcript_id=NM_001329862.2	TRUB2
NC_060933.1	BestRefSeq	exon	140520910	140520991	.	-	.	ID=exon-NM_001329862.2-5;Parent=rna-NM_001329862.2;Dbxref=GeneID:26995,Genbank:NM_001329862.2,HGNC:HGNC:17170,MIM:610727;gbkey=mRNA;gene=TRUB2;product=TruB pseudouridine synthase family member 2%2C transcript variant 3;transcript_id=NM_001329862.2	TRUB2
NC_060933.1	BestRefSeq	exon	140518631	140518703	.	-	.	ID=exon-NM_001329862.2-6;Parent=rna-NM_001329862.2;Dbxref=GeneID:26995,Genbank:NM_001329862.2,HGNC:HGNC:17170,MIM:610727;gbkey=mRNA;gene=TRUB2;product=TruB pseudouridine synthase family member 2%2C transcript variant 3;transcript_id=NM_001329862.2	TRUB2
NC_060933.1	BestRefSeq	exon	140517989	140518125	.	-	.	ID=exon-NM_001329862.2-7;Parent=rna-NM_001329862.2;Dbxref=GeneID:26995,Genbank:NM_001329862.2,HGNC:HGNC:17170,MIM:610727;gbkey=mRNA;gene=TRUB2;product=TruB pseudouridine synthase family member 2%2C transcript variant 3;transcript_id=NM_001329862.2	TRUB2
NC_060933.1	BestRefSeq	exon	140512261	140516977	.	-	.	ID=exon-NM_001329862.2-8;Parent=rna-NM_001329862.2;Dbxref=GeneID:26995,Genbank:NM_001329862.2,HGNC:HGNC:17170,MIM:610727;gbkey=mRNA;gene=TRUB2;product=TruB pseudouridine synthase family member 2%2C transcript variant 3;transcript_id=NM_001329862.2	TRUB2
NC_060933.1	Gnomon	gene	140520653	140524024	.	+	.	ID=gene-LOC105376286;Dbxref=GeneID:105376286;Name=LOC105376286;gbkey=Gene;gene=LOC105376286;gene_biotype=lncRNA	LOC105376286
NC_060933.1	Gnomon	exon	140520653	140521007	.	+	.	ID=exon-XR_007080050.1-1;Parent=rna-XR_007080050.1;Dbxref=GeneID:105376286,Genbank:XR_007080050.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC105376286;product=uncharacterized LOC105376286%2C transcript variant X2;transcript_id=XR_007080050.1	LOC105376286
NC_060933.1	Gnomon	exon	140521200	140521349	.	+	.	ID=exon-XR_007080050.1-2;Parent=rna-XR_007080050.1;Dbxref=GeneID:105376286,Genbank:XR_007080050.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC105376286;product=uncharacterized LOC105376286%2C transcript variant X2;transcript_id=XR_007080050.1	LOC105376286
NC_060933.1	Gnomon	exon	140522526	140524024	.	+	.	ID=exon-XR_007080050.1-3;Parent=rna-XR_007080050.1;Dbxref=GeneID:105376286,Genbank:XR_007080050.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC105376286;product=uncharacterized LOC105376286%2C transcript variant X2;transcript_id=XR_007080050.1	LOC105376286
NC_060933.1	Gnomon	exon	140520653	140521007	.	+	.	ID=exon-XR_007080049.1-1;Parent=rna-XR_007080049.1;Dbxref=GeneID:105376286,Genbank:XR_007080049.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC105376286;product=uncharacterized LOC105376286%2C transcript variant X1;transcript_id=XR_007080049.1	LOC105376286
NC_060933.1	Gnomon	exon	140522526	140524024	.	+	.	ID=exon-XR_007080049.1-2;Parent=rna-XR_007080049.1;Dbxref=GeneID:105376286,Genbank:XR_007080049.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=ncRNA;gene=LOC105376286;product=uncharacterized LOC105376286%2C transcript variant X1;transcript_id=XR_007080049.1	LOC105376286
NC_060933.1	BestRefSeq	gene	140529941	140541174	.	+	.	ID=gene-COQ4;Dbxref=GeneID:51117,HGNC:HGNC:19693,MIM:612898;Name=COQ4;description=coenzyme Q4;gbkey=Gene;gene=COQ4;gene_biotype=protein_coding;gene_synonym=CGI-92,COQ10D7	COQ4
NC_060933.1	BestRefSeq	exon	140529941	140530030	.	+	.	ID=exon-NM_016035.5-1;Parent=rna-NM_016035.5;Dbxref=GeneID:51117,Genbank:NM_016035.5,HGNC:HGNC:19693,MIM:612898;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=COQ4;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_016035.5;product=coenzyme Q4%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_016035.5	COQ4
NC_060933.1	BestRefSeq	exon	140530118	140530249	.	+	.	ID=exon-NM_016035.5-2;Parent=rna-NM_016035.5;Dbxref=GeneID:51117,Genbank:NM_016035.5,HGNC:HGNC:19693,MIM:612898;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=COQ4;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_016035.5;product=coenzyme Q4%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_016035.5	COQ4
NC_060933.1	BestRefSeq	exon	140532245	140532341	.	+	.	ID=exon-NM_016035.5-3;Parent=rna-NM_016035.5;Dbxref=GeneID:51117,Genbank:NM_016035.5,HGNC:HGNC:19693,MIM:612898;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=COQ4;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_016035.5;product=coenzyme Q4%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_016035.5	COQ4
NC_060933.1	BestRefSeq	exon	140532881	140532983	.	+	.	ID=exon-NM_016035.5-4;Parent=rna-NM_016035.5;Dbxref=GeneID:51117,Genbank:NM_016035.5,HGNC:HGNC:19693,MIM:612898;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=COQ4;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_016035.5;product=coenzyme Q4%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_016035.5	COQ4
NC_060933.1	BestRefSeq	exon	140539255	140539384	.	+	.	ID=exon-NM_016035.5-5;Parent=rna-NM_016035.5;Dbxref=GeneID:51117,Genbank:NM_016035.5,HGNC:HGNC:19693,MIM:612898;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=COQ4;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_016035.5;product=coenzyme Q4%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_016035.5	COQ4
NC_060933.1	BestRefSeq	exon	140539952	140540045	.	+	.	ID=exon-NM_016035.5-6;Parent=rna-NM_016035.5;Dbxref=GeneID:51117,Genbank:NM_016035.5,HGNC:HGNC:19693,MIM:612898;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=COQ4;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_016035.5;product=coenzyme Q4%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_016035.5	COQ4
NC_060933.1	BestRefSeq	exon	140540576	140541174	.	+	.	ID=exon-NM_016035.5-7;Parent=rna-NM_016035.5;Dbxref=GeneID:51117,Genbank:NM_016035.5,HGNC:HGNC:19693,MIM:612898;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=COQ4;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_016035.5;product=coenzyme Q4%2C transcript variant 1;tag=RefSeq Select;transcript_id=NM_016035.5	COQ4
NC_060933.1	BestRefSeq	exon	140529941	140530030	.	+	.	ID=exon-NM_001305942.2-1;Parent=rna-NM_001305942.2;Dbxref=GeneID:51117,Genbank:NM_001305942.2,HGNC:HGNC:19693,MIM:612898;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=COQ4;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001305942.2;product=coenzyme Q4%2C transcript variant 2;transcript_id=NM_001305942.2	COQ4
NC_060933.1	BestRefSeq	exon	140530118	140530249	.	+	.	ID=exon-NM_001305942.2-2;Parent=rna-NM_001305942.2;Dbxref=GeneID:51117,Genbank:NM_001305942.2,HGNC:HGNC:19693,MIM:612898;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=COQ4;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001305942.2;product=coenzyme Q4%2C transcript variant 2;transcript_id=NM_001305942.2	COQ4
NC_060933.1	BestRefSeq	exon	140532881	140532983	.	+	.	ID=exon-NM_001305942.2-3;Parent=rna-NM_001305942.2;Dbxref=GeneID:51117,Genbank:NM_001305942.2,HGNC:HGNC:19693,MIM:612898;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=COQ4;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001305942.2;product=coenzyme Q4%2C transcript variant 2;transcript_id=NM_001305942.2	COQ4
NC_060933.1	BestRefSeq	exon	140540576	140541174	.	+	.	ID=exon-NM_001305942.2-4;Parent=rna-NM_001305942.2;Dbxref=GeneID:51117,Genbank:NM_001305942.2,HGNC:HGNC:19693,MIM:612898;Note=The RefSeq transcript has 1 substitution compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=COQ4;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001305942.2;product=coenzyme Q4%2C transcript variant 2;transcript_id=NM_001305942.2	COQ4
NC_060933.1	tRNAscan-SE	gene	140547178	140547268	.	-	.	ID=gene-TRR-TCT3-1;Dbxref=GeneID:100189109,HGNC:HGNC:34670;Name=TRR-TCT3-1;gbkey=Gene;gene=TRR-TCT3-1;gene_biotype=tRNA	TRR-TCT3-1
NC_060933.1	tRNAscan-SE	exon	140547232	140547268	.	-	.	ID=exon-TRR-TCT3-1-1;Parent=rna-TRR-TCT3-1;Dbxref=GeneID:100189109,HGNC:HGNC:34670;Note=tRNA-Arg (anticodon TCT) 3-1;anticodon=(pos:complement(140547233..140547235));gbkey=tRNA;gene=TRR-TCT3-1;inference=COORDINATES: profile:tRNAscan-SE:2.0.4;product=tRNA-Arg	TRR-TCT3-1
NC_060933.1	tRNAscan-SE	exon	140547178	140547213	.	-	.	ID=exon-TRR-TCT3-1-2;Parent=rna-TRR-TCT3-1;Dbxref=GeneID:100189109,HGNC:HGNC:34670;Note=tRNA-Arg (anticodon TCT) 3-1;anticodon=(pos:complement(140547233..140547235));gbkey=tRNA;gene=TRR-TCT3-1;inference=COORDINATES: profile:tRNAscan-SE:2.0.4;product=tRNA-Arg	TRR-TCT3-1
NC_060933.1	BestRefSeq	gene	140547629	140568573	.	+	.	ID=gene-SLC27A4;Dbxref=GeneID:10999,HGNC:HGNC:10998,MIM:604194;Name=SLC27A4;description=solute carrier family 27 member 4;gbkey=Gene;gene=SLC27A4;gene_biotype=protein_coding;gene_synonym=ACSVL4,FATP4,IPS	SLC27A4
NC_060933.1	BestRefSeq	exon	140547629	140547940	.	+	.	ID=exon-NM_005094.4-1;Parent=rna-NM_005094.4;Dbxref=GeneID:10999,Genbank:NM_005094.4,HGNC:HGNC:10998,MIM:604194;gbkey=mRNA;gene=SLC27A4;product=solute carrier family 27 member 4;tag=RefSeq Select;transcript_id=NM_005094.4	SLC27A4
NC_060933.1	BestRefSeq	exon	140550229	140550395	.	+	.	ID=exon-NM_005094.4-2;Parent=rna-NM_005094.4;Dbxref=GeneID:10999,Genbank:NM_005094.4,HGNC:HGNC:10998,MIM:604194;gbkey=mRNA;gene=SLC27A4;product=solute carrier family 27 member 4;tag=RefSeq Select;transcript_id=NM_005094.4	SLC27A4
NC_060933.1	BestRefSeq	exon	140552257	140552651	.	+	.	ID=exon-NM_005094.4-3;Parent=rna-NM_005094.4;Dbxref=GeneID:10999,Genbank:NM_005094.4,HGNC:HGNC:10998,MIM:604194;gbkey=mRNA;gene=SLC27A4;product=solute carrier family 27 member 4;tag=RefSeq Select;transcript_id=NM_005094.4	SLC27A4
NC_060933.1	BestRefSeq	exon	140555647	140555805	.	+	.	ID=exon-NM_005094.4-4;Parent=rna-NM_005094.4;Dbxref=GeneID:10999,Genbank:NM_005094.4,HGNC:HGNC:10998,MIM:604194;gbkey=mRNA;gene=SLC27A4;product=solute carrier family 27 member 4;tag=RefSeq Select;transcript_id=NM_005094.4	SLC27A4
NC_060933.1	BestRefSeq	exon	140557414	140557483	.	+	.	ID=exon-NM_005094.4-5;Parent=rna-NM_005094.4;Dbxref=GeneID:10999,Genbank:NM_005094.4,HGNC:HGNC:10998,MIM:604194;gbkey=mRNA;gene=SLC27A4;product=solute carrier family 27 member 4;tag=RefSeq Select;transcript_id=NM_005094.4	SLC27A4
NC_060933.1	BestRefSeq	exon	140557586	140557677	.	+	.	ID=exon-NM_005094.4-6;Parent=rna-NM_005094.4;Dbxref=GeneID:10999,Genbank:NM_005094.4,HGNC:HGNC:10998,MIM:604194;gbkey=mRNA;gene=SLC27A4;product=solute carrier family 27 member 4;tag=RefSeq Select;transcript_id=NM_005094.4	SLC27A4
NC_060933.1	BestRefSeq	exon	140559740	140559849	.	+	.	ID=exon-NM_005094.4-7;Parent=rna-NM_005094.4;Dbxref=GeneID:10999,Genbank:NM_005094.4,HGNC:HGNC:10998,MIM:604194;gbkey=mRNA;gene=SLC27A4;product=solute carrier family 27 member 4;tag=RefSeq Select;transcript_id=NM_005094.4	SLC27A4
NC_060933.1	BestRefSeq	exon	140560127	140560336	.	+	.	ID=exon-NM_005094.4-8;Parent=rna-NM_005094.4;Dbxref=GeneID:10999,Genbank:NM_005094.4,HGNC:HGNC:10998,MIM:604194;gbkey=mRNA;gene=SLC27A4;product=solute carrier family 27 member 4;tag=RefSeq Select;transcript_id=NM_005094.4	SLC27A4
NC_060933.1	BestRefSeq	exon	140560517	140560643	.	+	.	ID=exon-NM_005094.4-9;Parent=rna-NM_005094.4;Dbxref=GeneID:10999,Genbank:NM_005094.4,HGNC:HGNC:10998,MIM:604194;gbkey=mRNA;gene=SLC27A4;product=solute carrier family 27 member 4;tag=RefSeq Select;transcript_id=NM_005094.4	SLC27A4
NC_060933.1	BestRefSeq	exon	140562156	140562293	.	+	.	ID=exon-NM_005094.4-10;Parent=rna-NM_005094.4;Dbxref=GeneID:10999,Genbank:NM_005094.4,HGNC:HGNC:10998,MIM:604194;gbkey=mRNA;gene=SLC27A4;product=solute carrier family 27 member 4;tag=RefSeq Select;transcript_id=NM_005094.4	SLC27A4
NC_060933.1	BestRefSeq	exon	140562501	140562665	.	+	.	ID=exon-NM_005094.4-11;Parent=rna-NM_005094.4;Dbxref=GeneID:10999,Genbank:NM_005094.4,HGNC:HGNC:10998,MIM:604194;gbkey=mRNA;gene=SLC27A4;product=solute carrier family 27 member 4;tag=RefSeq Select;transcript_id=NM_005094.4	SLC27A4
NC_060933.1	BestRefSeq	exon	140562753	140562899	.	+	.	ID=exon-NM_005094.4-12;Parent=rna-NM_005094.4;Dbxref=GeneID:10999,Genbank:NM_005094.4,HGNC:HGNC:10998,MIM:604194;gbkey=mRNA;gene=SLC27A4;product=solute carrier family 27 member 4;tag=RefSeq Select;transcript_id=NM_005094.4	SLC27A4
NC_060933.1	BestRefSeq	exon	140567437	140568573	.	+	.	ID=exon-NM_005094.4-13;Parent=rna-NM_005094.4;Dbxref=GeneID:10999,Genbank:NM_005094.4,HGNC:HGNC:10998,MIM:604194;gbkey=mRNA;gene=SLC27A4;product=solute carrier family 27 member 4;tag=RefSeq Select;transcript_id=NM_005094.4	SLC27A4
NC_060933.1	Curated Genomic	exon	140549259	140549862	.	+	.	ID=id-TMSB4XP4;Parent=gene-TMSB4XP4;Dbxref=GeneID:7118,HGNC:HGNC:11886;gbkey=exon;gene=TMSB4XP4;pseudo=true	TMSB4XP4
NC_060933.1	BestRefSeq	gene	140578420	140599118	.	+	.	ID=gene-URM1;Dbxref=GeneID:81605,HGNC:HGNC:28378,MIM:612693;Name=URM1;description=ubiquitin related modifier 1;gbkey=Gene;gene=URM1;gene_biotype=protein_coding;gene_synonym=C9orf74	URM1
NC_060933.1	BestRefSeq	exon	140578475	140578516	.	+	.	ID=exon-NR_049743.2-1;Parent=rna-NR_049743.2;Dbxref=GeneID:81605,Genbank:NR_049743.2,HGNC:HGNC:28378,MIM:612693;gbkey=misc_RNA;gene=URM1;product=ubiquitin related modifier 1%2C transcript variant 4;transcript_id=NR_049743.2	URM1
NC_060933.1	BestRefSeq	exon	140585096	140585207	.	+	.	ID=exon-NR_049743.2-2;Parent=rna-NR_049743.2;Dbxref=GeneID:81605,Genbank:NR_049743.2,HGNC:HGNC:28378,MIM:612693;gbkey=misc_RNA;gene=URM1;product=ubiquitin related modifier 1%2C transcript variant 4;transcript_id=NR_049743.2	URM1
